"","stream","date","N.L","P.L","Total.added.L","conc.p.added","conc.DIN.added","conc.DIN.in.barrel","conc.srp.in.barrel"
"1074","WS07",2012-05-27,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1075","WS07",2012-05-28,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1076","WS07",2012-05-29,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1077","WS07",2012-05-30,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1078","WS07",2012-05-31,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1079","WS07",2012-06-01,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1080","WS07",2012-06-02,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1081","WS07",2012-06-03,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1082","WS07",2012-06-04,8.592,0.0827,16,2.37452375,148.212,147.796791119805,2.35965745087194
"1083","WS07",2012-06-05,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1084","WS07",2012-06-06,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1085","WS07",2012-06-07,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1086","WS07",2012-06-08,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1087","WS07",2012-06-09,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1088","WS07",2012-06-10,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1089","WS07",2012-06-11,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1090","WS07",2012-06-12,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1091","WS07",2012-06-13,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1092","WS07",2012-06-14,8.592,0.0827,16,2.37452375,148.212,147.962874671883,2.36560397052316
"1093","WS07",2012-06-15,8.592,0.083,16,2.3831375,148.212,148.06252480313,2.3726173823139
"1094","WS07",2012-06-16,8.592,0.083,16,2.3831375,148.212,148.06252480313,2.3726173823139
"1095","WS07",2012-06-17,8.592,0.083,16,2.3831375,148.212,148.06252480313,2.3726173823139
"1096","WS07",2012-06-18,8.592,0.083,16,2.3831375,148.212,148.06252480313,2.3726173823139
"1097","WS07",2012-06-19,8.592,0.083,16,2.3831375,148.212,148.06252480313,2.3726173823139
"1098","WS07",2012-06-20,8.592,0.083,16,2.3831375,148.212,148.06252480313,2.3726173823139
"1099","WS07",2012-06-21,8.592,0.083,16,2.3831375,148.212,148.06252480313,2.3726173823139
"1100","WS07",2012-06-22,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1101","WS07",2012-06-23,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1102","WS07",2012-06-24,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1103","WS07",2012-06-25,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1104","WS07",2012-06-26,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1105","WS07",2012-06-27,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1106","WS07",2012-06-28,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1107","WS07",2012-06-29,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1108","WS07",2012-06-30,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1109","WS07",2012-07-01,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1110","WS07",2012-07-02,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1111","WS07",2012-07-03,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1112","WS07",2012-07-04,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1113","WS07",2012-07-05,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1114","WS07",2012-07-06,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1115","WS07",2012-07-07,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1116","WS07",2012-07-08,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1117","WS07",2012-07-09,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1118","WS07",2012-07-10,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1119","WS07",2012-07-11,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1120","WS07",2012-07-12,5.907,0.0561,11,2.34294,148.212,148.103630482269,2.36445610217758
"1121","WS07",2012-07-13,10.74,0.102,20,2.34294,148.212,148.157815241135,2.35369805108879
"1122","WS07",2012-07-14,10.74,0.102,20,2.34294,148.212,148.157815241135,2.35369805108879
"1123","WS07",2012-07-15,10.74,0.102,20,2.34294,148.212,148.157815241135,2.35369805108879
"1124","WS07",2012-07-16,10.74,0.102,20,2.34294,148.212,148.157815241135,2.35369805108879
"1125","WS07",2012-07-17,10.74,0.102,20,2.34294,148.212,148.157815241135,2.35369805108879
"1126","WS07",2012-07-18,10.74,0.102,20,2.34294,148.212,148.157815241135,2.35369805108879
"1127","WS07",2012-07-19,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1128","WS07",2012-07-20,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1129","WS07",2012-07-21,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1130","WS07",2012-07-22,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1131","WS07",2012-07-23,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1132","WS07",2012-07-24,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1133","WS07",2012-07-25,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1134","WS07",2012-07-26,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1135","WS07",2012-07-27,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1136","WS07",2012-07-28,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1137","WS07",2012-07-29,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1138","WS07",2012-07-30,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1139","WS07",2012-07-31,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1140","WS07",2012-08-01,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1141","WS07",2012-08-02,10.74,0.102,20,2.34294,148.212,148.184907620567,2.34831902554439
"1142","WS07",2012-08-03,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1143","WS07",2012-08-04,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1144","WS07",2012-08-05,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1145","WS07",2012-08-06,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1146","WS07",2012-08-07,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1147","WS07",2012-08-08,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1148","WS07",2012-08-09,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1149","WS07",2012-08-10,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1150","WS07",2012-08-11,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1151","WS07",2012-08-12,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1152","WS07",2012-08-13,10.74,0.102,20,2.34294,148.212,148.198453810284,2.3456295127722
"1153","WS07",2012-08-14,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1154","WS07",2012-08-15,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1155","WS07",2012-08-16,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1156","WS07",2012-08-17,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1157","WS07",2012-08-18,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1158","WS07",2012-08-19,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1159","WS07",2012-08-20,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1160","WS07",2012-08-21,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1161","WS07",2012-08-22,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1162","WS07",2012-08-23,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1163","WS07",2012-08-24,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1164","WS07",2012-08-25,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1165","WS07",2012-08-26,8.59,0.083,16,2.3831375,148.1775,148.19007228617,2.36063270766332
"1166","WS07",2012-08-27,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1167","WS07",2012-08-28,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1168","WS07",2012-08-29,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1169","WS07",2012-08-30,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1170","WS07",2012-08-31,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1171","WS07",2012-09-01,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1172","WS07",2012-09-02,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1173","WS07",2012-09-03,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1174","WS07",2012-09-04,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1175","WS07",2012-09-05,8.58,0.083,16,2.3831375,148.005,148.116043371702,2.36963462459799
"1176","WS07",2012-09-06,9.67,0.093,18,2.37356666666667,148.273333333333,148.186823854436,2.37140404352889
"1177","WS07",2012-09-07,9.67,0.093,18,2.37356666666667,148.273333333333,148.186823854436,2.37140404352889
"1178","WS07",2012-09-08,9.67,0.093,18,2.37356666666667,148.273333333333,148.186823854436,2.37140404352889
"1179","WS07",2012-09-09,9.67,0.093,18,2.37356666666667,148.273333333333,148.186823854436,2.37140404352889
"1180","WS07",2012-09-10,9.67,0.093,18,2.37356666666667,148.273333333333,148.186823854436,2.37140404352889
"1181","WS07",2012-09-11,9.67,0.093,18,2.37356666666667,148.273333333333,148.186823854436,2.37140404352889
"1182","WS07",2012-09-12,9.67,0.093,18,2.37356666666667,148.273333333333,148.186823854436,2.37140404352889
"1183","WS07",2012-09-13,5.37,0.052,10,2.38888,148.212,148.193117890827,2.37577303264667
"1184","WS07",2012-09-14,5.37,0.052,10,2.38888,148.212,148.193117890827,2.37577303264667
"1185","WS07",2012-09-15,5.37,0.052,10,2.38888,148.212,148.193117890827,2.37577303264667
"1186","WS07",2012-09-16,5.37,0.052,10,2.38888,148.212,148.193117890827,2.37577303264667
"1187","WS07",2012-09-17,5.37,0.052,10,2.38888,148.212,148.193117890827,2.37577303264667
"1188","WS07",2012-09-18,5.37,0.052,10,2.38888,148.212,148.193117890827,2.37577303264667
"1189","WS07",2012-09-19,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1190","WS07",2012-09-20,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1191","WS07",2012-09-21,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1192","WS07",2012-09-22,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1193","WS07",2012-09-23,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1194","WS07",2012-09-24,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1195","WS07",2012-09-25,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1196","WS07",2012-09-26,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1197","WS07",2012-09-27,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1198","WS07",2012-09-28,6.44,0.062,12,2.37356666666667,148.12,148.171182523579,2.37511112285267
"1199","WS07",2012-09-29,8.59,0.083,16,2.3831375,148.1775,148.173709514147,2.3783216737116
"1200","WS07",2012-09-30,8.59,0.083,16,2.3831375,148.1775,148.173709514147,2.3783216737116
"1201","WS07",2012-10-01,8.59,0.083,16,2.3831375,148.1775,148.173709514147,2.3783216737116
"1202","WS07",2012-10-02,8.59,0.083,16,2.3831375,148.1775,148.173709514147,2.3783216737116
"1203","WS07",2012-10-03,8.59,0.083,16,2.3831375,148.1775,148.173709514147,2.3783216737116
"1204","WS07",2012-10-04,8.59,0.083,16,2.3831375,148.1775,148.173709514147,2.3783216737116
"1205","WS07",2012-10-05,10.2,0.098,19,2.36953684210526,148.168421052632,148.171197494927,2.37414887869859
"1206","WS07",2012-10-06,10.2,0.098,19,2.36953684210526,148.168421052632,148.171197494927,2.37414887869859
"1207","WS07",2012-10-07,10.2,0.098,19,2.36953684210526,148.168421052632,148.171197494927,2.37414887869859
"1208","WS07",2012-10-08,10.2,0.098,19,2.36953684210526,148.168421052632,148.171197494927,2.37414887869859
"1209","WS07",2012-10-09,10.2,0.098,19,2.36953684210526,148.168421052632,148.171197494927,2.37414887869859
"1210","WS07",2012-10-10,10.2,0.098,19,2.36953684210526,148.168421052632,148.171197494927,2.37414887869859
"1211","WS07",2012-10-11,6.98,0.067,13,2.36767692307692,148.190769230769,148.177558309076,2.37204549312155
"1212","WS07",2012-10-12,6.98,0.067,13,2.36767692307692,148.190769230769,148.177558309076,2.37204549312155
"1213","WS07",2012-10-13,6.98,0.067,13,2.36767692307692,148.190769230769,148.177558309076,2.37204549312155
"1214","WS07",2012-10-14,6.98,0.067,13,2.36767692307692,148.190769230769,148.177558309076,2.37204549312155
"1215","WS07",2012-10-15,6.98,0.067,13,2.36767692307692,148.190769230769,148.177558309076,2.37204549312155
"1216","WS07",2012-10-16,6.98,0.067,13,2.36767692307692,148.190769230769,148.177558309076,2.37204549312155
"1217","WS07",2012-10-17,4.3,0.041,8,2.354425,148.35,148.212046647261,2.36852139449724
"1218","WS07",2012-10-18,4.3,0.041,8,2.354425,148.35,148.212046647261,2.36852139449724
"1219","WS07",2012-10-19,4.3,0.041,8,2.354425,148.35,148.212046647261,2.36852139449724
"1220","WS07",2012-10-20,4.3,0.041,8,2.354425,148.35,148.212046647261,2.36852139449724
"1221","WS07",2012-10-21,4.3,0.041,8,2.354425,148.35,148.212046647261,2.36852139449724
"1222","WS07",2012-10-22,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1223","WS07",2012-10-23,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1224","WS07",2012-10-24,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1225","WS07",2012-10-25,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1226","WS07",2012-10-26,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1227","WS07",2012-10-27,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1228","WS07",2012-10-28,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1229","WS07",2012-10-29,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1230","WS07",2012-10-30,5.37,0.0517,10,2.375098,148.212,148.212034985446,2.37016554587293
"1231","WS07",2012-10-31,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1232","WS07",2012-11-01,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1233","WS07",2012-11-02,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1234","WS07",2012-11-03,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1235","WS07",2012-11-04,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1236","WS07",2012-11-05,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1237","WS07",2012-11-06,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1238","WS07",2012-11-07,8.592,0.08272,16,2.375098,148.212,148.212020991267,2.37213852752376
"1239","WS07",2012-11-08,4.296,0.04136,8,2.375098,148.212,148.212016793014,2.37273042201901
"1240","WS07",2012-11-09,4.296,0.04136,8,2.375098,148.212,148.212016793014,2.37273042201901
"1241","WS07",2012-11-10,4.296,0.04136,8,2.375098,148.212,148.212016793014,2.37273042201901
"1242","WS07",2012-11-11,4.296,0.04136,8,2.375098,148.212,148.212016793014,2.37273042201901
"1243","WS07",2012-11-12,4.296,0.04136,8,2.375098,148.212,148.212016793014,2.37273042201901
"1244","WS07",2012-11-13,4.296,0.04136,8,2.375098,148.212,148.212016793014,2.37273042201901
"1245","WS07",2012-11-14,4.296,0.04136,8,2.375098,148.212,148.212016793014,2.37273042201901
"1246","WS07",2012-11-15,3.22,0.0258,6,1.97542,148.12,148.198214274062,2.31313385871615
"1247","WS07",2012-11-16,3.22,0.0258,6,1.97542,148.12,148.198214274062,2.31313385871615
"1248","WS07",2012-11-17,3.22,0.0258,6,1.97542,148.12,148.198214274062,2.31313385871615
"1249","WS07",2012-11-18,3.22,0.0258,6,1.97542,148.12,148.198214274062,2.31313385871615
"1250","WS07",2012-11-19,3.22,0.0258,6,1.97542,148.12,148.198214274062,2.31313385871615
"1251","WS07",2012-11-20,2.15,0.0207,4,2.377395,148.35,148.213392846656,2.31955997284454
"1252","WS07",2012-11-21,2.15,0.0207,4,2.377395,148.35,148.213392846656,2.31955997284454
"1253","WS07",2012-11-22,2.15,0.0207,4,2.377395,148.35,148.213392846656,2.31955997284454
"1254","WS07",2012-11-23,2.15,0.0207,4,2.377395,148.35,148.213392846656,2.31955997284454
"1255","WS07",2012-11-24,2.15,0.0207,4,2.377395,148.35,148.213392846656,2.31955997284454
"1256","WS07",2012-11-25,2.15,0.0207,4,2.377395,148.35,148.213392846656,2.31955997284454
"1257","WS07",2012-11-26,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1258","WS07",2012-11-27,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1259","WS07",2012-11-28,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1260","WS07",2012-11-29,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1261","WS07",2012-11-30,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1262","WS07",2012-12-01,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1263","WS07",2012-12-02,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1264","WS07",2012-12-03,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1265","WS07",2012-12-04,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1266","WS07",2012-12-05,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1267","WS07",2012-12-06,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1268","WS07",2012-12-07,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1269","WS07",2012-12-08,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1270","WS07",2012-12-09,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1271","WS07",2012-12-10,4.296,0.04136,8,2.375098,148.212,148.213114277325,2.33066757827563
"1272","WS07",2012-12-11,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1273","WS07",2012-12-12,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1274","WS07",2012-12-13,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1275","WS07",2012-12-14,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1276","WS07",2012-12-15,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1277","WS07",2012-12-16,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1278","WS07",2012-12-17,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1279","WS07",2012-12-18,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1280","WS07",2012-12-19,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1281","WS07",2012-12-20,4.296,0.04136,8,2.375098,148.212,148.21289142186,2.33955366262051
"1282","WS07",2012-12-21,6.44,0.062,12,2.37356666666667,148.12,148.185023995302,2.34975756383435
"1283","WS07",2012-12-22,6.44,0.062,12,2.37356666666667,148.12,148.185023995302,2.34975756383435
"1284","WS07",2012-12-23,6.44,0.062,12,2.37356666666667,148.12,148.185023995302,2.34975756383435
"1285","WS07",2012-12-24,6.44,0.062,12,2.37356666666667,148.12,148.185023995302,2.34975756383435
"1286","WS07",2012-12-25,6.44,0.062,12,2.37356666666667,148.12,148.185023995302,2.34975756383435
"1287","WS07",2012-12-26,6.44,0.062,12,2.37356666666667,148.12,148.185023995302,2.34975756383435
"1288","WS07",2012-12-27,6.44,0.062,12,2.37356666666667,148.12,148.185023995302,2.34975756383435
"1289","WS07",2012-12-28,8.592,0.08272,16,2.375098,148.212,148.195814397181,2.35989373830061
"1290","WS07",2012-12-29,8.592,0.08272,16,2.375098,148.212,148.195814397181,2.35989373830061
"1291","WS07",2012-12-30,8.592,0.08272,16,2.375098,148.212,148.195814397181,2.35989373830061
"1292","WS07",2012-12-31,8.592,0.08272,16,2.375098,148.212,148.195814397181,2.35989373830061
"1293","WS07",2013-01-01,8.592,0.08272,16,2.375098,148.212,148.195814397181,2.35989373830061
"1294","WS07",2013-01-02,8.592,0.08272,16,2.375098,148.212,148.195814397181,2.35989373830061
"1295","WS07",2013-01-03,8.592,0.08272,16,2.375098,148.212,148.195814397181,2.35989373830061
"1296","WS07",2013-01-04,9.66,0.0918,18,2.34294,148.12,148.16169791845,2.35226455606534
"1297","WS07",2013-01-05,9.66,0.0918,18,2.34294,148.12,148.16169791845,2.35226455606534
"1298","WS07",2013-01-06,9.66,0.0918,18,2.34294,148.12,148.16169791845,2.35226455606534
"1299","WS07",2013-01-07,9.66,0.0918,18,2.34294,148.12,148.16169791845,2.35226455606534
"1300","WS07",2013-01-08,9.66,0.0918,18,2.34294,148.12,148.16169791845,2.35226455606534
"1301","WS07",2013-01-09,9.66,0.0918,18,2.34294,148.12,148.16169791845,2.35226455606534
"1302","WS07",2013-01-10,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1303","WS07",2013-01-11,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1304","WS07",2013-01-12,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1305","WS07",2013-01-13,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1306","WS07",2013-01-14,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1307","WS07",2013-01-15,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1308","WS07",2013-01-16,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1309","WS07",2013-01-17,6.98,0.067,13,2.36767692307692,148.190769230769,148.171146094953,2.3572735753441
"1310","WS07",2013-01-18,13.96,0.134,26,2.36767692307692,148.190769230769,148.183901133234,2.36403575137044
"1311","WS07",2013-01-19,13.96,0.134,26,2.36767692307692,148.190769230769,148.183901133234,2.36403575137044
"1312","WS07",2013-01-20,13.96,0.134,26,2.36767692307692,148.190769230769,148.183901133234,2.36403575137044
"1313","WS07",2013-01-21,11,0.11,20.5,2.46507317073171,148.09756097561,148.139651802451,2.41581742879309
"1314","WS07",2013-01-22,11,0.11,20.5,2.46507317073171,148.09756097561,148.139651802451,2.41581742879309
"1315","WS07",2013-01-23,11,0.11,20.5,2.46507317073171,148.09756097561,148.139651802451,2.41581742879309
"1316","WS07",2013-01-24,11,0.11,20.5,2.46507317073171,148.09756097561,148.139651802451,2.41581742879309
"1317","WS07",2013-01-25,11,0.11,20.5,2.46507317073171,148.09756097561,148.139651802451,2.41581742879309
"1318","WS07",2013-01-26,8.6,0.078,16,2.239575,148.35,148.223791081471,2.34532045727585
"1319","WS07",2013-01-27,8.6,0.078,16,2.239575,148.35,148.223791081471,2.34532045727585
"1320","WS07",2013-01-28,8.6,0.078,16,2.239575,148.35,148.223791081471,2.34532045727585
"1321","WS07",2013-01-29,8.6,0.078,16,2.239575,148.35,148.223791081471,2.34532045727585
"1322","WS07",2013-01-30,8.6,0.078,16,2.239575,148.35,148.223791081471,2.34532045727585
"1323","WS07",2013-01-31,8.6,0.0827,16,2.37452375,148.35,148.274274648883,2.35700177436551
"1324","WS07",2013-02-01,8.6,0.0827,16,2.37452375,148.35,148.274274648883,2.35700177436551
"1325","WS07",2013-02-02,8.6,0.0827,16,2.37452375,148.35,148.274274648883,2.35700177436551
"1326","WS07",2013-02-03,8.6,0.0827,16,2.37452375,148.35,148.274274648883,2.35700177436551
"1327","WS07",2013-02-04,11.27,0.10837,21,2.37072276190476,148.12,148.193280458219,2.36420529282362
"1328","WS07",2013-02-05,11.27,0.10837,21,2.37072276190476,148.12,148.193280458219,2.36420529282362
"1329","WS07",2013-02-06,11.27,0.10837,21,2.37072276190476,148.12,148.193280458219,2.36420529282362
"1330","WS07",2013-02-07,11.27,0.10837,21,2.37072276190476,148.12,148.193280458219,2.36420529282362
"1331","WS07",2013-02-08,2.15,0.0207,4,2.377395,148.35,148.208952412397,2.36552426354126
"1332","WS07",2013-02-09,2.15,0.0207,4,2.377395,148.35,148.208952412397,2.36552426354126
"1333","WS07",2013-02-10,2.15,0.0207,4,2.377395,148.35,148.208952412397,2.36552426354126
"1334","WS07",2013-02-11,8.6,0.0827,16,2.37452375,148.35,148.265371447438,2.36912405812475
"1335","WS07",2013-02-12,8.6,0.0827,16,2.37452375,148.35,148.265371447438,2.36912405812475
"1336","WS07",2013-02-13,8.6,0.0827,16,2.37452375,148.35,148.265371447438,2.36912405812475
"1337","WS07",2013-02-14,5.907,0.05687,11,2.375098,148.212,148.250694299393,2.37076689214045
"1338","WS07",2013-02-15,5.907,0.05687,11,2.375098,148.212,148.250694299393,2.37076689214045
"1339","WS07",2013-02-16,5.907,0.05687,11,2.375098,148.212,148.250694299393,2.37076689214045
"1340","WS07",2013-02-17,5.907,0.05687,11,2.375098,148.212,148.250694299393,2.37076689214045
"1341","WS07",2013-02-18,7.518,0.07238,14,2.375098,148.212,148.237151294605,2.37228277989129
"1342","WS07",2013-02-19,7.518,0.07238,14,2.375098,148.212,148.237151294605,2.37228277989129
"1343","WS07",2013-02-20,7.518,0.07238,14,2.375098,148.212,148.237151294605,2.37228277989129
"1344","WS07",2013-02-21,7.518,0.07238,14,2.375098,148.212,148.237151294605,2.37228277989129
"1345","WS07",2013-02-22,6.44,0.062,12,2.37356666666667,148.12,148.202005906224,2.3726679459239
"1346","WS07",2013-02-23,6.44,0.062,12,2.37356666666667,148.12,148.202005906224,2.3726679459239
"1347","WS07",2013-02-24,6.44,0.062,12,2.37356666666667,148.12,148.202005906224,2.3726679459239
