"","stream","date","N.L","P.L","Total.added.L","conc.p.added","conc.DIN.added","conc.DIN.in.barrel","conc.srp.in.barrel"
"1","WS06",2011-07-11,10.5,0.6998,20,16.074406,144.9,144.9,16.074406
"2","WS06",2011-07-12,10.5,0.6998,20,16.074406,144.9,144.9,16.074406
"3","WS06",2011-07-13,10.5,0.6998,20,16.074406,144.9,144.9,16.074406
"4","WS06",2011-07-14,10.5,0.6998,20,16.074406,144.9,144.9,16.074406
"5","WS06",2011-07-15,1.574,0.1,3,15.3133333333333,144.808,144.8862,15.9602451
"6","WS06",2011-07-16,1.574,0.1,3,15.3133333333333,144.808,144.8862,15.9602451
"7","WS06",2011-07-17,1.574,0.1,3,15.3133333333333,144.808,144.8862,15.9602451
"8","WS06",2011-07-18,1.574,0.1,3,15.3133333333333,144.808,144.8862,15.9602451
"9","WS06",2011-07-19,1.574,0.1,3,15.3133333333333,144.808,144.8862,15.9602451
"10","WS06",2011-07-20,1.574,0.1,3,15.3133333333333,144.808,144.8862,15.9602451
"11","WS06",2011-07-21,1.574,0.1,3,15.3133333333333,144.808,144.8862,15.9602451
"12","WS06",2011-07-22,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"13","WS06",2011-07-23,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"14","WS06",2011-07-24,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"15","WS06",2011-07-25,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"16","WS06",2011-07-26,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"17","WS06",2011-07-27,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"18","WS06",2011-07-28,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"19","WS06",2011-07-29,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"20","WS06",2011-07-30,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"21","WS06",2011-07-31,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"22","WS06",2011-08-01,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"23","WS06",2011-08-02,3.912,0.276,7.5,16.90592,143.9616,144.539475,16.3148731875
"24","WS06",2011-08-03,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"25","WS06",2011-08-04,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"26","WS06",2011-08-05,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"27","WS06",2011-08-06,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"28","WS06",2011-08-07,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"29","WS06",2011-08-08,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"30","WS06",2011-08-09,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"31","WS06",2011-08-10,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"32","WS06",2011-08-11,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"33","WS06",2011-08-12,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"34","WS06",2011-08-13,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"35","WS06",2011-08-14,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"36","WS06",2011-08-15,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"37","WS06",2011-08-16,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"38","WS06",2011-08-17,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"39","WS06",2011-08-18,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"40","WS06",2011-08-19,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"41","WS06",2011-08-20,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"42","WS06",2011-08-21,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"43","WS06",2011-08-22,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"44","WS06",2011-08-23,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"45","WS06",2011-08-24,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"46","WS06",2011-08-25,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"47","WS06",2011-08-26,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"48","WS06",2011-08-27,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"49","WS06",2011-08-28,3.9,0.28,7.5,17.1509333333333,143.52,144.157171875,16.6283957421875
"50","WS06",2011-08-29,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"51","WS06",2011-08-30,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"52","WS06",2011-08-31,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"53","WS06",2011-09-01,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"54","WS06",2011-09-02,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"55","WS06",2011-09-03,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"56","WS06",2011-09-04,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"57","WS06",2011-09-05,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"58","WS06",2011-09-06,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"59","WS06",2011-09-07,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"60","WS06",2011-09-08,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"61","WS06",2011-09-09,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"62","WS06",2011-09-10,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"63","WS06",2011-09-11,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"64","WS06",2011-09-12,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"65","WS06",2011-09-13,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"66","WS06",2011-09-14,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"67","WS06",2011-09-15,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"68","WS06",2011-09-16,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"69","WS06",2011-09-17,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"70","WS06",2011-09-18,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"71","WS06",2011-09-19,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"72","WS06",2011-09-20,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"73","WS06",2011-09-21,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"74","WS06",2011-09-22,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"75","WS06",2011-09-23,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"76","WS06",2011-09-24,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"77","WS06",2011-09-25,3.64,0.245,6.9,16.3120289855072,145.6,144.654947578125,16.5192492111328
"78","WS06",2011-09-26,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"79","WS06",2011-09-27,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"80","WS06",2011-09-28,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"81","WS06",2011-09-29,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"82","WS06",2011-09-30,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"83","WS06",2011-10-01,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"84","WS06",2011-10-02,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"85","WS06",2011-10-03,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"86","WS06",2011-10-04,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"87","WS06",2011-10-05,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"88","WS06",2011-10-06,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"89","WS06",2011-10-07,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"90","WS06",2011-10-08,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"91","WS06",2011-10-09,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"92","WS06",2011-10-10,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"93","WS06",2011-10-11,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"94","WS06",2011-10-12,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"95","WS06",2011-10-13,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"96","WS06",2011-10-14,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"97","WS06",2011-10-15,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"98","WS06",2011-10-16,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"99","WS06",2011-10-17,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"100","WS06",2011-10-18,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"101","WS06",2011-10-19,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"102","WS06",2011-10-20,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.703710684994,16.4081759067696
"103","WS06",2011-10-21,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"104","WS06",2011-10-22,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"105","WS06",2011-10-23,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"106","WS06",2011-10-24,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"107","WS06",2011-10-25,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"108","WS06",2011-10-26,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"109","WS06",2011-10-27,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"110","WS06",2011-10-28,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"111","WS06",2011-10-29,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"112","WS06",2011-10-30,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"113","WS06",2011-10-31,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"114","WS06",2011-11-01,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"115","WS06",2011-11-02,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"116","WS06",2011-11-03,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"117","WS06",2011-11-04,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"118","WS06",2011-11-05,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"119","WS06",2011-11-06,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"120","WS06",2011-11-07,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"121","WS06",2011-11-08,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"122","WS06",2011-11-09,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"123","WS06",2011-11-10,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"124","WS06",2011-11-11,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"125","WS06",2011-11-12,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"126","WS06",2011-11-13,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"127","WS06",2011-11-14,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"128","WS06",2011-11-15,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"129","WS06",2011-11-16,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"130","WS06",2011-11-17,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"131","WS06",2011-11-18,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"132","WS06",2011-11-19,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"133","WS06",2011-11-20,5.248188406,0.349911972,10,16.07495599368,144.8500000056,144.776855345297,16.2415659502248
"134","WS06",2011-11-21,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"135","WS06",2011-11-22,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"136","WS06",2011-11-23,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"137","WS06",2011-11-24,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"138","WS06",2011-11-25,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"139","WS06",2011-11-26,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"140","WS06",2011-11-27,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"141","WS06",2011-11-28,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"142","WS06",2011-11-29,4.2,0.28,8,16.079,144.9,144.826113207178,16.1765395701349
"143","WS06",2011-11-30,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"144","WS06",2011-12-01,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"145","WS06",2011-12-02,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"146","WS06",2011-12-03,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"147","WS06",2011-12-04,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"148","WS06",2011-12-05,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"149","WS06",2011-12-06,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"150","WS06",2011-12-07,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"151","WS06",2011-12-08,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"152","WS06",2011-12-09,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"153","WS06",2011-12-10,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"154","WS06",2011-12-11,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"155","WS06",2011-12-12,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"156","WS06",2011-12-13,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"157","WS06",2011-12-14,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"158","WS06",2011-12-15,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"159","WS06",2011-12-16,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"160","WS06",2011-12-17,3.15,0.21,6,16.079,144.9,144.848279245025,16.1472776990944
"161","WS06",2011-12-18,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"162","WS06",2011-12-19,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"163","WS06",2011-12-20,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"164","WS06",2011-12-21,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"165","WS06",2011-12-22,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"166","WS06",2011-12-23,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"167","WS06",2011-12-24,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"168","WS06",2011-12-25,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"169","WS06",2011-12-26,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"170","WS06",2011-12-27,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"171","WS06",2011-12-28,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"172","WS06",2011-12-29,4.198550725,0.279929577,8,16.074955959225,144.8500000125,144.848967552015,16.1183490031467
"173","WS06",2011-12-30,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"174","WS06",2011-12-31,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"175","WS06",2012-01-01,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"176","WS06",2012-01-02,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"177","WS06",2012-01-03,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"178","WS06",2012-01-04,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"179","WS06",2012-01-05,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"180","WS06",2012-01-06,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"181","WS06",2012-01-07,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"182","WS06",2012-01-08,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.84927727981,16.1053310957127
"183","WS06",2012-01-09,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"184","WS06",2012-01-10,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"185","WS06",2012-01-11,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"186","WS06",2012-01-12,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"187","WS06",2012-01-13,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"188","WS06",2012-01-14,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"189","WS06",2012-01-15,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"190","WS06",2012-01-16,3.148913043,0.209947183,6,16.0749559783667,144.849999978,144.849494089267,16.0962185605089
"191","WS06",2012-01-17,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"192","WS06",2012-01-18,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"193","WS06",2012-01-19,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"194","WS06",2012-01-20,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"195","WS06",2012-01-21,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"196","WS06",2012-01-22,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"197","WS06",2012-01-23,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"198","WS06",2012-01-24,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"199","WS06",2012-01-25,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"200","WS06",2012-01-26,2.624094203,0.174955986,5,16.07495599368,144.8500000056,144.84962056835,16.0909029188016
"201","WS06",2012-01-27,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"202","WS06",2012-01-28,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"203","WS06",2012-01-29,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"204","WS06",2012-01-30,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"205","WS06",2012-01-31,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"206","WS06",2012-02-01,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"207","WS06",2012-02-02,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"208","WS06",2012-02-03,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"209","WS06",2012-02-04,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"210","WS06",2012-02-05,3.149,0.21,6,16.079,144.854,144.850934397845,16.0873320431612
"211","WS06",2012-02-06,3.675,0.245,7,16.079,144.9,144.868107358599,16.0844158280547
"212","WS06",2012-02-07,3.675,0.245,7,16.079,144.9,144.868107358599,16.0844158280547
"213","WS06",2012-02-08,3.675,0.245,7,16.079,144.9,144.868107358599,16.0844158280547
"214","WS06",2012-02-09,3.675,0.245,7,16.079,144.9,144.868107358599,16.0844158280547
"215","WS06",2012-02-10,3.675,0.245,7,16.079,144.9,144.868107358599,16.0844158280547
"216","WS06",2012-02-11,3.675,0.245,7,16.079,144.9,144.868107358599,16.0844158280547
"217","WS06",2012-02-12,3.675,0.245,7,16.079,144.9,144.868107358599,16.0844158280547
"218","WS06",2012-02-13,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"219","WS06",2012-02-14,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"220","WS06",2012-02-15,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"221","WS06",2012-02-16,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"222","WS06",2012-02-17,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"223","WS06",2012-02-18,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"224","WS06",2012-02-19,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"225","WS06",2012-02-20,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"226","WS06",2012-02-21,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"227","WS06",2012-02-22,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"228","WS06",2012-02-23,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"229","WS06",2012-02-24,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"230","WS06",2012-02-25,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"231","WS06",2012-02-26,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"232","WS06",2012-02-27,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"233","WS06",2012-02-28,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"234","WS06",2012-02-29,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"235","WS06",2012-03-01,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"236","WS06",2012-03-02,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"237","WS06",2012-03-03,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"238","WS06",2012-03-04,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"239","WS06",2012-03-05,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"240","WS06",2012-03-06,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"241","WS06",2012-03-07,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"242","WS06",2012-03-08,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"243","WS06",2012-03-09,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"244","WS06",2012-03-10,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"245","WS06",2012-03-11,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"246","WS06",2012-03-12,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"247","WS06",2012-03-13,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"248","WS06",2012-03-14,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"249","WS06",2012-03-15,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"250","WS06",2012-03-16,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"251","WS06",2012-03-17,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"252","WS06",2012-03-18,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"253","WS06",2012-03-19,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"254","WS06",2012-03-20,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"255","WS06",2012-03-21,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"256","WS06",2012-03-22,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"257","WS06",2012-03-23,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"258","WS06",2012-03-24,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"259","WS06",2012-03-25,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"260","WS06",2012-03-26,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
"261","WS06",2012-03-27,2.099275362,0.139964789,4,16.07495601665,144.849999978,144.86448588248,16.0825238657738
