"","date.time","RECORD","stream","Batt_V_","LoggerTemp_C_","PAR_umol_s_m2_Avg","WaterDep","Discharge_Ls_Avg","total.discharge","average.water.etmp","number.of.strokes","previous.min","previous.max"
"180803",2012-08-17 12:00:00,14101,"WS10",13.67,17.08,12.36608,0.06704108,4.445035,4000.532,13.85,40,0.06683095,0.06773432
"180899",2012-08-18 12:00:00,14197,"WS10",13.82,16.35,5.132582,0.06475612,4.067658,3660.893,13.79,36,0.06470382,0.0670991
"180995",2012-08-19 12:00:00,14293,"WS10",13.64,15.59,3.312164,0.06535567,4.164718,3748.246,13.76,38,0.06435041,0.06924289
"181091",2012-08-20 12:00:00,14389,"WS10",13.75,14.56,4.285166,0.06277627,3.75703,3381.327,13.58,34,0.06280956,0.06582935
"181187",2012-08-21 12:00:00,14485,"WS10",13.96,15.22,5.193744,0.06179534,3.608663,3247.796,13.57,32,0.06180762,0.06267812
"181283",2012-08-22 12:00:00,14581,"WS10",13.8,15.1,7.962783,0.06424057,3.985431,3586.888,13.73,36,0.06182069,0.06462267
"181379",2012-08-23 12:00:00,14677,"WS10",13.72,16.16,8.392342,0.06316875,3.817402,3435.661,13.92,34,0.06334345,0.06482328
"181475",2012-08-24 12:00:00,14773,"WS10",13.7,15.94,4.570601,0.06299217,3.790178,3411.16,23.63,34,0.06293032,0.06459973
"181571",2012-08-25 12:00:00,14869,"WS10",13.71,16.06,5.190386,0.06260554,3.731007,3357.906,19.8,34,0.06208719,0.06365158
"181667",2012-08-26 12:00:00,14965,"WS10",13.73,16.81,4.535154,0.06106013,3.499822,3149.84,16.46,31,0.06120049,0.06716855
"181763",2012-08-27 12:00:00,15061,"WS10",13.74,16.99,4.612951,0.05998166,3.343857,3009.471,19.22,30,0.0598251,0.06164099
"181859",2012-08-28 12:00:00,15157,"WS10",13.7,17.49,8.06999,0.05971989,3.30665,2975.985,20.73,30,0.05711836,0.0606458
"181955",2012-08-29 12:00:00,15253,"WS10",13.55,17.28,4.827868,0.06095465,3.48439,3135.951,21.83,31,0.0594826,0.06164488
"182051",2012-08-30 12:00:00,15349,"WS10",13.62,17.9,6.197363,0.06083163,3.466421,3119.779,23.24,31,0.06060096,0.08739067
"182147",2012-08-31 12:00:00,15445,"WS10",14.09,18.03,15.31911,0.05696698,2.930863,2637.777,23.23,26,0.05813225,0.06232589
"182243",2012-09-01 12:00:00,15541,"WS10",13.78,18.78,8.713779,0.05665459,2.88962,2600.658,24.05,26,0.05664755,0.05766439
"182339",2012-09-02 12:00:00,15637,"WS10",13.52,18.2,4.198958,0.05658321,2.880329,2592.296,25.12,26,0.05603814,0.05711724
"182435",2012-09-03 12:00:00,15733,"WS10",13.22,17.67,7.38725,0.05874713,3.170594,2853.535,25.61,29,0.05593087,0.06415077
"182531",2012-09-04 12:00:00,15829,"WS10",13.09,17.41,3.594282,0.06405776,3.956376,3560.738,25.66,36,0.05764754,0.06646493
"182627",2012-09-05 12:00:00,15925,"WS10",13.69,17.94,11.33094,0.06070021,3.447298,3102.568,28.27,31,0.06029725,0.07676145
"182723",2012-09-06 12:00:00,16021,"WS10",13.92,18.48,13.84721,0.05885807,3.186021,2867.418,30.23,29,0.05927171,0.06074258
"182819",2012-09-07 12:00:00,16117,"WS10",13.84,17.63,6.77921,0.05653002,2.873401,2586.061,22.83,26,0.0564738,0.05870755
"182915",2012-09-08 12:00:00,16213,"WS10",14.05,18.37,11.2963,0.0567575,2.903084,2612.775,19.82,26,0.05605007,0.05740797
"183011",2012-09-09 12:00:00,16309,"WS10",13.66,12.22,2.985482,0.0573506,2.981306,2683.175,18.15,27,0.05594532,0.05799517
"183107",2012-09-10 12:00:00,16405,"WS10",13.73,12.96,6.528384,0.05727134,2.970775,2673.697,17.93,27,0.05611703,0.05772757
"183203",2012-09-11 12:00:00,16501,"WS10",14.15,14.47,12.931,0.05665835,2.890116,2601.104,27.08,26,0.05683172,0.05761005
"183299",2012-09-12 12:00:00,16597,"WS10",13.64,14.5,8.342942,0.05646364,2.864759,2578.283,29.43,26,0.05627242,0.05736057
"183395",2012-09-13 12:00:00,16693,"WS10",14.08,13.65,9.054012,0.05646219,2.864581,2578.123,29.31,25,0.05589304,0.05698375
"183491",2012-09-14 12:00:00,16789,"WS10",13.84,14.03,9.987565,0.05451813,2.618976,2357.078,27.71,24,0.05442327,0.05653971
"183587",2012-09-15 12:00:00,16885,"WS10",14.09,15.14,9.446564,0.05505899,2.685966,2417.369,28.5,24,0.05431538,0.05648296
"183683",2012-09-16 12:00:00,16981,"WS10",13.76,15.82,8.893269,0.05797108,3.064526,2758.073,29.03,27,0.05422019,0.05862146
"183779",2012-09-17 12:00:00,17077,"WS10",13.11,15.42,2.356363,0.05717318,2.957772,2661.994,29.24,27,0.05513489,0.05806223
"183875",2012-09-18 12:00:00,17173,"WS10",12.86,15.68,2.291533,0.1385221,28.46301,25616.71,30.3,256,0.0571976,0.1483578
"183971",2012-09-19 12:00:00,17269,"WS10",13.46,11.6,6.837563,0.08500572,8.159558,7343.602,18.31,73,0.08506912,0.1351171
"184067",2012-09-20 12:00:00,17365,"WS10",13.7,13.76,5.797254,0.07255919,5.442088,4897.879,27.63,49,0.07247899,0.08573786
"184163",2012-09-21 12:00:00,17461,"WS10",13.52,14.39,4.967871,0.06882005,4.753071,4277.764,27.14,43,0.06895989,0.0724514
"184259",2012-09-22 12:00:00,17557,"WS10",13.75,15.55,7.771007,0.07008762,4.980291,4482.262,25.21,45,0.06774417,0.07088549
"184355",2012-09-23 12:00:00,17653,"WS10",13.52,11.47,3.202923,0.06840952,4.680897,4212.807,10.67,42,0.06857385,0.07104556
"184451",2012-09-24 12:00:00,17749,"WS10",13.57,9.39,3.239024,0.06450417,4.027311,3624.58,8.6,37,0.06488896,0.06872482
"184547",2012-09-25 12:00:00,17845,"WS10",13.6,11.82,5.871148,0.06284976,3.768289,3391.46,15.17,34,0.06289505,0.06469099
"184643",2012-09-26 12:00:00,17941,"WS10",13.61,13.95,5.931665,0.06300908,3.792775,3413.497,23.33,34,0.06186976,0.06356154
"184739",2012-09-27 12:00:00,18037,"WS10",13.71,14.35,9.29625,0.06186385,3.618895,3257.005,23.32,33,0.06188516,0.06372468
"184835",2012-09-28 12:00:00,18133,"WS10",13.73,15.5,12.01538,0.06170531,3.595446,3235.901,23.38,32,0.06075172,0.06180086
"184931",2012-09-29 12:00:00,18229,"WS10",13.33,14.52,14.52734,0.06713808,4.46153,4015.377,23.42,40,0.06185212,0.06818763
"185027",2012-09-30 12:00:00,18325,"WS10",13.78,13.32,10.08818,0.06760243,4.540905,4086.815,23.3,41,0.06618502,0.06857247
"185123",2012-10-01 12:00:00,18421,"WS10",12.93,13.77,1.373493,0.08124247,7.267004,6540.303,23.6,66,0.06755041,0.08808894
"185219",2012-10-02 12:00:00,18517,"WS10",13.51,14.67,9.001717,0.1628372,43.04739,38742.65,24.03,0,0.08063351,0.2766134
"185315",2012-10-03 12:00:00,18613,"WS10",12.97,13.46,4.671088,0.1321891,25.24856,22723.7,23.19,227,0.1326032,0.161725
"185411",2012-10-04 12:00:00,18709,"WS10",13.06,12.81,5.04687,0.1142274,17.37655,15638.89,22.79,156,0.1144299,0.1321686
"185507",2012-10-05 12:00:00,18805,"WS10",13.1,12.84,4.81908,0.1057344,14.25997,12833.97,22.62,129,0.1058525,0.1143227
"185603",2012-10-06 12:00:00,18901,"WS10",13.21,14.13,8.011988,0.1023946,13.13585,11822.26,22.93,118,0.1027325,0.1066212
"185699",2012-10-07 12:00:00,18997,"WS10",13.39,12.63,17.26783,0.09756741,11.60916,10448.25,22.63,105,0.09744363,0.1025952
"185795",2012-10-08 12:00:00,19093,"WS10",12.99,8.66,6.320096,0.09442103,10.67529,9607.758,21.52,96,0.09438579,0.09807784
"185891",2012-10-09 12:00:00,19189,"WS10",13.29,7.549,13.35808,0.09171001,9.908627,8917.764,21.23,90,0.09175533,0.09437544
"185987",2012-10-10 12:00:00,19285,"WS10",13.32,9.84,13.58477,0.08967178,9.354883,8419.395,21.83,84,0.08972483,0.09193898
"186083",2012-10-11 12:00:00,19381,"WS10",13.19,8.41,5.66432,0.08702925,8.665689,7799.12,19.18,78,0.08666851,0.09021641
"186179",2012-10-12 12:00:00,19477,"WS10",13.36,11.01,17.40486,0.08445882,8.025879,7223.291,21.78,72,0.08379857,0.08709882
"186275",2012-10-13 12:00:00,19573,"WS10",13.45,10.97,17.47755,0.08138175,7.298888,6569,21.77,65,0.08157729,0.08456895
"186371",2012-10-14 12:00:00,19669,"WS10",13.11,11.55,7.38215,0.08170042,7.372267,6635.041,21.46,66,0.080365,0.08205502
"186467",2012-10-15 12:00:00,19765,"WS10",13.16,13.01,6.584103,0.1085963,15.2684,13741.56,21.75,138,0.08109464,0.1366007
"186563",2012-10-16 12:00:00,19861,"WS10",13.08,8.21,6.566206,0.1066262,14.56971,13112.74,12.57,132,0.1064335,0.1086647
"186659",2012-10-17 12:00:00,19957,"WS10",13.07,9.79,6.911138,0.1060718,14.37673,12939.06,16.38,129,0.1058491,0.1073767
"186755",2012-10-18 12:00:00,20053,"WS10",12.93,11.28,10.37864,0.1123663,16.66139,14995.25,17.96,150,0.1058545,0.1136055
"186851",2012-10-19 12:00:00,20149,"WS10",13.05,7.855,9.039399,0.1143696,17.43189,15688.7,9.79,157,0.1118361,0.1142283
"186947",2012-10-20 12:00:00,20245,"WS10",13.01,8.22,7.987026,0.1133652,17.0429,15338.61,5.249,153,0.1132483,0.1151903
"187043",2012-10-21 12:00:00,20341,"WS10",13,8.22,7.974172,0.112279,16.62825,14965.42,3.79,150,0.1120647,0.1133697
"187139",2012-10-22 12:00:00,20437,"WS10",13.02,11.79,8.679008,0.1126775,16.77964,15101.68,4.545,151,0.1115979,0.1127049
"187235",2012-10-23 12:00:00,20533,"WS10",13.06,12.37,9.11281,0.1108137,16.07876,14470.89,2.556,145,0.1100086,0.1126441
"187331",2012-10-24 12:00:00,20629,"WS10",13.01,11.88,9.048267,0.1111993,16.22227,14600.04,2.277,146,0.1100241,0.1113827
"187427",2012-10-25 12:00:00,20725,"WS10",13.14,12.65,19.2095,0.1103554,15.90918,14318.26,2.151,143,0.1098958,0.1117319
"187523",2012-10-26 12:00:00,20821,"WS10",13.08,13.6,7.548213,0.1080939,15.08828,13579.45,6.568,136,0.1060813,0.1101487
"187619",2012-10-27 12:00:00,20917,"WS10",13.16,13.32,32.84642,0.1069775,14.69285,13223.56,7.478,132,0.1050746,0.1077523
"187715",2012-10-28 12:00:00,21013,"WS10",13.06,8.74,11.79176,0.09979494,12.29936,11069.42,4.03,111,0.09966738,0.1068606
"187811",2012-10-29 12:00:00,21109,"WS10",13.11,3.077,28.93307,0.1024345,13.14912,11834.21,5.757,118,0.09980055,0.1030874
"187907",2012-10-30 12:00:00,21205,"WS10",13.47,1.526,48.93413,0.1061508,14.40416,12963.74,-0.203,129,0.1026784,0.1072557
"188003",2012-10-31 12:00:00,21301,"WS10",12.99,2.205,10.80316,0.1066618,14.58212,13123.91,-1.898,131,0.1059117,0.1072436
"188099",2012-11-01 12:00:00,21397,"WS10",12.95,1.625,10.7417,0.1080709,15.08007,13572.06,-3.139,136,0.1066675,0.1097541
"188195",2012-11-02 12:00:00,21493,"WS10",13.03,6.912,14.76793,0.1032859,13.43031,12087.28,0.729,121,0.1023747,0.1084635
"188291",2012-11-03 12:00:00,21589,"WS10",13.02,7.452,12.94389,0.1037509,13.58553,12226.98,2.224,122,0.102706,0.1041473
"188387",2012-11-04 12:00:00,21685,"WS10",13.3,12.16,44.21717,0.1061294,14.39666,12956.99,4.17,130,0.103524,0.1061385
"188483",2012-11-05 12:00:00,21781,"WS10",13,3.732,11.9503,0.1055126,14.18353,12765.18,0.198,128,0.1054957,0.1064295
"188579",2012-11-06 12:00:00,21877,"WS10",12.83,2.332,45.48596,0.1056336,14.22528,12802.75,4.465,128,0.104643,0.1065088
"188675",2012-11-07 12:00:00,21973,"WS10",13.18,3.495,21.02065,0.10586,14.3033,12872.97,6.692,129,0.1055244,0.1069296
"188771",2012-11-08 12:00:00,22069,"WS10",12.98,2.49,11.49138,0.1048817,13.9676,12570.84,3.64,126,0.1045911,0.1068895
"188867",2012-11-09 12:00:00,22165,"WS10",12.97,4.261,11.16454,0.1049394,13.98723,12588.51,0.783,126,0.1046529,0.1060439
"188963",2012-11-10 12:00:00,22261,"WS10",12.96,6.892,11.92481,0.1046746,13.89713,12507.42,-1.238,125,0.1045964,0.105106
"189059",2012-11-11 12:00:00,22357,"WS10",13.06,7.94,23.10783,0.1037754,13.59377,12234.39,1.642,122,0.1035869,0.1046501
"189155",2012-11-12 12:00:00,22453,"WS10",12.83,11.02,5.881299,0.1046195,13.87849,12490.64,5.05,125,0.1038567,0.1047358
"189251",2012-11-13 12:00:00,22549,"WS10",13.06,3.92,10.55315,0.101207,12.74954,11474.58,6.667,115,0.1012315,0.1112464
"189347",2012-11-14 12:00:00,22645,"WS10",13.3,2.502,18.02121,0.09890598,12.02102,10818.92,5.407,108,0.09895219,0.1013117
"189443",2012-11-15 12:00:00,22741,"WS10",13.27,5.657,13.12562,0.09830313,11.83445,10651,2.257,106,0.09784944,0.0989627
"189539",2012-11-16 12:00:00,22837,"WS10",13.07,3.753,12.752,0.09743859,11.56997,10412.98,-0.288,104,0.09740965,0.09814762
"189635",2012-11-17 12:00:00,22933,"WS10",13.03,3.484,11.57917,0.09722163,11.50418,10353.76,0.059,103,0.0969255,0.09792791
"189731",2012-11-18 12:00:00,23029,"WS10",13.01,4.406,11.72708,0.09670967,11.34982,10214.84,1.831,102,0.09651159,0.09772202
"189827",2012-11-19 12:00:00,23125,"WS10",13.3,7.218,54.38756,0.09629101,11.22454,10102.08,3.182,101,0.09593765,0.09732298
"189923",2012-11-20 12:00:00,23221,"WS10",13.18,7.138,31.81606,0.09579515,11.07725,9969.522,3.965,99,0.09578134,0.09642116
"190019",2012-11-21 12:00:00,23317,"WS10",13.05,6.639,13.22382,0.09496656,10.83378,9750.402,2.646,97,0.09491327,0.09583706
"190115",2012-11-22 12:00:00,23413,"WS10",13.02,6.008,11.94686,0.09399121,10.55138,9496.244,1.076,95,0.09400591,0.09492929
"190211",2012-11-23 12:00:00,23509,"WS10",13.25,6.167,24.46252,0.0938992,10.52499,9472.492,0.966,94,0.0935827,0.09422608
"190307",2012-11-24 12:00:00,23605,"WS10",13.02,0.113,11.60494,0.0928333,10.22202,9199.814,-3.636,92,0.09279265,0.0939425
"190403",2012-11-25 12:00:00,23701,"WS10",12.99,0.322,11.76916,0.09297629,10.26234,9236.103,-2.615,93,0.09279687,0.09327722
"190499",2012-11-26 12:00:00,23797,"WS10",12.99,2.791,12.36597,0.09262142,10.16243,9146.188,0.566,92,0.09239063,0.09316145
"190595",2012-11-27 12:00:00,23893,"WS10",13.05,6.925,24.45129,0.09374828,10.48174,9433.563,2.854,95,0.09242595,0.0959496
"190691",2012-11-28 12:00:00,23989,"WS10",13.13,2.451,11.0328,0.09182318,9.939845,8945.86,0.3,90,0.09128288,0.09373001
"190787",2012-11-29 12:00:00,24085,"WS10",13.02,2.382,12.36052,0.08975489,9.37705,8439.346,-0.602,84,0.0895735,0.09182432
"190883",2012-11-30 12:00:00,24181,"WS10",13.04,2.623,14.78894,0.09002757,9.450108,8505.097,-1.646,85,0.08968636,0.0906703
"190979",2012-12-01 12:00:00,24277,"WS10",13.25,6.02,27.93804,0.08937824,9.276706,8349.035,1.284,83,0.08931272,0.09012932
"191075",2012-12-02 12:00:00,24373,"WS10",13.23,8.76,29.67194,0.08905957,9.192342,8273.107,2.8,82,0.08904079,0.08966688
"191171",2012-12-03 12:00:00,24469,"WS10",13.06,8.09,13.32863,0.08905841,9.192018,8272.815,1.254,83,0.08905491,0.09003346
"191267",2012-12-04 12:00:00,24565,"WS10",13.14,9.62,20.01342,0.084862,8.124238,7311.814,0.499,73,0.08484526,0.08904166
"191363",2012-12-05 12:00:00,24661,"WS10",13.03,10.64,24.67422,0.08429693,7.986568,7187.911,-1.32,72,0.08366789,0.08548088
"191459",2012-12-06 12:00:00,24757,"WS10",12.98,6.57,28.78392,0.08383176,7.874299,7086.869,-1.896,71,0.08342955,0.08449505
"191555",2012-12-07 12:00:00,24853,"WS10",13.04,9.12,24.63412,0.08460039,8.060318,7254.286,-1.725,72,0.08354062,0.08539993
"191651",2012-12-08 12:00:00,24949,"WS10",13.18,10.35,35.6667,0.08437764,8.006154,7205.539,2.775,72,0.0842447,0.08477857
"191747",2012-12-09 12:00:00,25045,"WS10",13.2,10.96,33.15689,0.08429076,7.985057,7186.552,4.665,72,0.08383701,0.08761128
"191843",2012-12-10 12:00:00,25141,"WS10",12.9,11.03,18.95783,0.09786157,11.69915,10529.24,4.319,105,0.08397891,0.0972816
"191939",2012-12-11 12:00:00,25237,"WS10",13.46,3.127,50.94016,0.08508425,8.178801,7360.921,-0.081,74,0.08509333,0.1088856
"192035",2012-12-12 12:00:00,25333,"WS10",13.23,3.504,35.17675,0.08287983,7.647566,6882.81,-0.076,69,0.08282471,0.08506583
"192131",2012-12-13 12:00:00,25429,"WS10",13.05,2.569,11.0901,0.08264446,7.592125,6832.913,-1.905,68,0.0824668,0.08317167
"192227",2012-12-14 12:00:00,25525,"WS10",13.03,2.327,10.71395,0.08197524,7.43581,6692.229,-0.949,66,0.0818438,0.08277898
"192323",2012-12-15 12:00:00,25621,"WS10",13.18,5.923,44.89343,0.08186741,7.410813,6669.732,-0.013,67,0.08175957,0.08242137
"192419",2012-12-16 12:00:00,25717,"WS10",12.88,7.93,7.264801,0.08572596,8.337756,7503.981,2.415,75,0.08176637,0.08454204
"192515",2012-12-17 12:00:00,25813,"WS10",12.84,8.09,12.85376,0.09051064,9.582,8623.8,14.21,86,0.0862349,0.09689714
"192611",2012-12-18 12:00:00,25909,"WS10",12.93,3.467,10.7131,0.08816557,8.958124,8062.312,17.86,81,0.08817244,0.1054338
"192707",2012-12-19 12:00:00,26005,"WS10",12.93,3.89,11.18945,0.08659038,8.554328,7698.896,2.783,77,0.08664034,0.08824557
"192803",2012-12-20 12:00:00,26101,"WS10",12.85,5.168,10.69116,0.09092176,9.692185,8722.967,3.9,88,0.08312935,0.08949845
"192899",2012-12-21 12:00:00,26197,"WS10",13.11,-1.529,38.66943,0.1127334,16.80124,15121.12,-4.393,151,0.09138604,0.1524572
"192995",2012-12-22 12:00:00,26293,"WS10",12.82,-1.711,13.94688,0.1025017,13.17099,11853.89,-6.857,118,0.1023247,0.1125428
"193091",2012-12-23 12:00:00,26389,"WS10",13.18,0.657,49.01366,0.1010703,12.7055,11434.95,-5.37,114,0.1010012,0.1027302
"193187",2012-12-24 12:00:00,26485,"WS10",12.71,3.422,4.825162,0.1278018,23.15946,20843.52,0.648,208,0.09948429,0.1300078
"193283",2012-12-25 12:00:00,26581,"WS10",13.07,4.759,35.84919,0.1093805,15.552,13996.8,2.765,140,0.1093596,0.1275852
"193379",2012-12-26 12:00:00,26677,"WS10",12.71,6.752,19.01594,0.1461448,32.64004,29376.03,7.903,294,0.1090322,0.1774211
"193475",2012-12-27 12:00:00,26773,"WS10",12.66,-0.8,16.56423,0.1250431,21.90191,19711.71,0.969,197,0.1249902,0.1456951
"193571",2012-12-28 12:00:00,26869,"WS10",12.76,0.839,18.76795,0.1191072,19.33944,17405.5,16.36,174,0.1190954,0.1250247
"193667",2012-12-29 12:00:00,26965,"WS10",13,1.992,34.37937,0.116224,18.16434,16347.9,9.08,164,0.1150961,0.1194279
"193763",2012-12-30 12:00:00,27061,"WS10",12.68,-1.105,15.04957,0.1111317,16.1971,14577.39,-5.495,146,0.1111571,0.1163794
"193859",2012-12-31 12:00:00,27157,"WS10",12.8,0.317,27.95654,0.1080393,15.06887,13561.98,-2.256,135,0.1080633,0.1110724
"193955",2013-01-01 12:00:00,27253,"WS10",12.78,4.641,22.61241,0.1070354,14.71327,13241.94,-0.599,132,0.106121,0.1081113
"194051",2013-01-02 12:00:00,27349,"WS10",12.94,4.108,37.59315,0.1063866,14.48614,13037.53,-1.471,130,0.1063031,0.110789
"194147",2013-01-03 12:00:00,27445,"WS10",12.85,2.623,39.30008,0.1048994,13.97365,12576.29,-2.523,125,0.1047956,0.106364
"194243",2013-01-04 12:00:00,27541,"WS10",12.72,-0.651,14.11182,0.1035033,13.50279,12152.51,-5.117,122,0.1034706,0.1049271
"194339",2013-01-05 12:00:00,27637,"WS10",12.83,0.448,22.30483,0.1014487,12.82764,11544.88,-4.421,115,0.1014385,0.1035017
"194435",2013-01-06 12:00:00,27733,"WS10",12.77,2.829,13.45106,0.09980505,12.30262,11072.35,-1.963,111,0.09990064,0.101545
"194531",2013-01-07 12:00:00,27829,"WS10",12.74,0.427,11.53287,0.09813161,11.78173,10603.56,-4.443,106,0.09819356,0.1001404
"194627",2013-01-08 12:00:00,27925,"WS10",12.94,2.609,45.81351,0.09340703,10.38447,9346.027,-3.078,93,0.09334434,0.098313
"194723",2013-01-09 12:00:00,28021,"WS10",12.74,8.58,12.96539,0.0913921,9.82097,8838.873,-1.499,88,0.09147853,0.09355695
"194819",2013-01-10 12:00:00,28117,"WS10",12.76,9.72,19.60858,0.08961542,9.339893,8405.904,-1.101,84,0.08957027,0.09160235
"194915",2013-01-11 12:00:00,28213,"WS10",12.64,10.38,7.28831,0.1058733,14.30796,12877.17,-1.126,129,0.08942297,0.1155999
"195011",2013-01-12 12:00:00,28309,"WS10",12.75,12.82,41.02903,0.1128998,16.86453,15178.08,-0.405,152,0.105995,0.1286624
"195107",2013-01-13 12:00:00,28405,"WS10",12.63,11.88,8.925278,0.1115778,16.36398,14727.58,-0.022,148,0.1113502,0.1129307
"195203",2013-01-14 12:00:00,28501,"WS10",12.57,13,7.595868,0.1479412,33.67613,30308.52,0.491,303,0.1107877,0.1508934
"195299",2013-01-15 12:00:00,28597,"WS10",12.72,11.47,19.19372,0.2587204,140.7628,126686.5,1.581,0,0.1489448,0.2639695
"195395",2013-01-16 12:00:00,28693,"WS10",12.84,11.68,18.33859,0.2633806,147.2975,132567.8,1.186,0,0.2485408,0.3050288
"195491",2013-01-17 12:00:00,28789,"WS10",12.76,9.87,5.987906,0.2189378,91.8012,82621.08,0.403,0,0.2111794,0.2624345
"195587",2013-01-18 12:00:00,28885,"WS10",12.91,0.953,11.16842,0.2191192,91.99596,82796.37,-2.788,0,0.2186325,0.2919751
"195683",2013-01-19 12:00:00,28981,"WS10",12.62,1.756,12.38142,0.170993,48.77708,43899.38,-1.535,0,0.1710551,0.2186144
"195779",2013-01-20 12:00:00,29077,"WS10",12.64,3.428,12.32349,0.1486414,34.08529,30676.76,-3.052,306,0.1490678,0.1711193
"195875",2013-01-21 12:00:00,29173,"WS10",12.63,2.578,12.57066,0.1298709,24.13083,21717.75,-3.891,217,0.1300735,0.1483715
"195971",2013-01-22 12:00:00,29269,"WS10",12.58,-1.871,16.62992,0.1328008,25.54901,22994.11,-5.515,230,0.1282703,0.1441936
"196067",2013-01-23 12:00:00,29365,"WS10",12.63,-1.148,19.22515,0.1227503,20.88939,18800.45,-5.437,188,0.1228176,0.1326513
"196163",2013-01-24 12:00:00,29461,"WS10",12.66,1.475,13.57665,0.1132419,16.996,15296.4,-5.684,153,0.113192,0.1226866
"196259",2013-01-25 12:00:00,29557,"WS10",12.5,-2.031,8.580268,0.1085595,15.25543,13729.89,-7.246,137,0.108699,0.1133395
"196355",2013-01-26 12:00:00,29653,"WS10",12.83,0.519,34.11909,0.1012083,12.75012,11475.11,-1.713,114,0.1013677,0.1146397
"196451",2013-01-27 12:00:00,29749,"WS10",12.8,1.021,21.00786,0.0955482,11.00455,9904.093,-4.471,99,0.09555941,0.1010769
"196547",2013-01-28 12:00:00,29845,"WS10",12.81,5.93,29.0684,0.09130571,9.797305,8817.574,-1.787,88,0.09140053,0.09521068
"196643",2013-01-29 12:00:00,29941,"WS10",12.89,8.96,37.72504,0.08778289,8.859088,7973.179,-0.145,79,0.08783185,0.09126204
"196739",2013-01-30 12:00:00,30037,"WS10",12.65,12.19,3.692266,0.2688214,155.2949,139765.4,-0.254,0,0.08649562,0.2583911
"196835",2013-01-31 12:00:00,30133,"WS10",12.77,-0.982,19.65653,0.1645354,44.20315,39782.83,-5.456,0,0.1650015,0.3276642
"196931",2013-02-01 12:00:00,30229,"WS10",12.61,-2.256,17.24549,0.1445655,31.74536,28570.82,-6.454,286,0.1446944,0.1644213
"197027",2013-02-02 12:00:00,30325,"WS10",12.81,-0.142,44.2149,0.1263853,22.50882,20257.94,-5.705,203,0.1268389,0.1447841
"197123",2013-02-03 12:00:00,30421,"WS10",12.46,0.066,11.83028,0.1196916,19.58356,17625.21,-2.349,176,0.119924,0.1273048
"197219",2013-02-04 12:00:00,30517,"WS10",12.46,0.127,10.42121,0.1117326,16.42213,14779.92,-2.459,148,0.1118255,0.119813
"197315",2013-02-05 12:00:00,30613,"WS10",12.52,1.546,36.49107,0.1038574,13.62161,12259.45,-3.665,123,0.1036916,0.1131338
"197411",2013-02-06 12:00:00,30709,"WS10",12.64,2.889,14.22296,0.09757219,11.61079,10449.71,-5.187,104,0.09743571,0.1038059
"197507",2013-02-07 12:00:00,30805,"WS10",12.67,4.638,22.78769,0.09705088,11.45263,10307.36,-2.518,104,0.09675401,0.09843056
"197603",2013-02-08 12:00:00,30901,"WS10",12.81,6.283,39.57831,0.09524208,10.91443,9822.991,-1.614,98,0.09517484,0.09798015
